year_month,year,month,country,treatment_location,healthboard,hscp_name,location_name,department_type,number_of_attendances_aggregate,number_of_attendances_episode,number_meeting_target_aggregate,number_meeting_target_episode,discharge_destination_admission_to_same,discharge_destination_other_specialty,discharge_destination_residence,discharge_destination_transfer,discharge_destination_unknown,attendance_greater8hrs,attendance_greater12hrs,x_coordinate,y_coordinate,percent_target_met,percent_target_met_ep
2013-11,2013,November,Scotland,N333H,NHS Grampian,Aberdeenshire,Peterhead Community Hospital,Minor Injury Unit or Other,1252,NA,1249,NA,NA,NA,NA,NA,NA,NA,NA,412467,845814,0.9976038338658147,NA
2013-11,2013,November,Scotland,N334H,NHS Grampian,Aberdeenshire,Fraserburgh Hospital,Minor Injury Unit or Other,801,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,398932,866421,0.9987515605493134,NA
2013-11,2013,November,Scotland,N335H,NHS Grampian,Aberdeenshire,Jubilee Hospital,Minor Injury Unit or Other,264,NA,264,NA,NA,NA,NA,NA,NA,NA,NA,352657.9,839486.1,1,NA
2013-11,2013,November,Scotland,N336H,NHS Grampian,Aberdeenshire,Turriff Cottage Hospital,Minor Injury Unit or Other,148,NA,148,NA,NA,NA,NA,NA,NA,NA,NA,373102.8,849752.7,1,NA
2013-11,2013,November,Scotland,N337H,NHS Grampian,Aberdeenshire,Chalmers Hospital,Minor Injury Unit or Other,249,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,368817.4,864465.9,0.9759036144578314,NA
2013-11,2013,November,Scotland,N411H,NHS Grampian,Moray,Dr Gray's Hospital,Emergency Department,1842,1842,1793,1793,468,5,1356,10,3,0,0,320593,862526,0.9733984799131379,0.9733984799131379
2013-11,2013,November,Scotland,N431H,NHS Grampian,Moray,Seafield Hospital,Minor Injury Unit or Other,56,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,341530,864641,1,NA
2013-11,2013,November,Scotland,N432H,NHS Grampian,Moray,Stephen Cottage Hospital,Minor Injury Unit or Other,27,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,332615,840044,1,NA
2013-11,2013,November,Scotland,N433H,NHS Grampian,Moray,Turner Memorial Hospital,Minor Injury Unit or Other,81,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,342894.03,850604.07,1,NA
2013-11,2013,November,Scotland,N434H,NHS Grampian,Moray,Leanchoil Hospital,Minor Injury Unit or Other,21,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,305635,857990,1,NA
2013-11,2013,November,Scotland,N451H,NHS Grampian,Moray,Fleming Cottage Hospital,Minor Injury Unit or Other,33,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,326704,842816,1,NA
2013-11,2013,November,Scotland,N494H,NHS Grampian,Aberdeenshire,Kincardine Community Hospital,Minor Injury Unit or Other,88,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,386065.6,786460.5,1,NA
2013-11,2013,November,Scotland,C206H,NHS Greater Glasgow and Clyde,West Dunbartonshire,Vale of Leven General Hospital,Minor Injury Unit or Other,1203,1203,1179,1179,245,0,877,73,8,0,0,238439,680824,0.9800498753117207,0.9800498753117207
2013-11,2013,November,Scotland,C206H,NHS Greater Glasgow and Clyde,West Dunbartonshire,Vale of Leven General Hospital,Minor Injury Unit or Other,1203,1203,1179,1179,245,0,877,73,8,0,0,238439,680824,0.9800498753117207,0.9800498753117207
2013-11,2013,November,Scotland,C313H,NHS Greater Glasgow and Clyde,Inverclyde,Inverclyde Royal Hospital,Emergency Department,2445,2445,2257,2257,715,4,1620,31,75,8,0,224623.63,675929.12,0.9231083844580777,0.9231083844580777
2013-11,2013,November,Scotland,C313H,NHS Greater Glasgow and Clyde,Inverclyde,Inverclyde Royal Hospital,Emergency Department,2445,2445,2257,2257,715,4,1620,31,75,8,0,224623.63,675929.12,0.9231083844580777,0.9231083844580777
2013-11,2013,November,Scotland,C418H,NHS Greater Glasgow and Clyde,Renfrewshire,Royal Alexandra Hospital,Emergency Department,5463,5463,4893,4893,1978,10,3234,112,129,16,0,247423,662910,0.8956617243272927,0.8956617243272927
2013-11,2013,November,Scotland,C418H,NHS Greater Glasgow and Clyde,Renfrewshire,Royal Alexandra Hospital,Emergency Department,5463,5463,4893,4893,1978,10,3234,112,129,16,0,247423,662910,0.8956617243272927,0.8956617243272927
2013-11,2013,November,Scotland,G107H,NHS Greater Glasgow and Clyde,Glasgow City,Glasgow Royal Infirmary,Emergency Department,6625,6625,6049,6049,2217,25,3915,88,380,2,0,260185,665688,0.9130566037735849,0.9130566037735849
2013-11,2013,November,Scotland,G207H,NHS Greater Glasgow and Clyde,Glasgow City,Stobhill Hospital,Minor Injury Unit or Other,1250,1250,1250,1250,0,0,1162,60,28,0,0,261277,668868,1,1
2013-11,2013,November,Scotland,G306H,NHS Greater Glasgow and Clyde,Glasgow City,New Victoria Hospital,Minor Injury Unit or Other,1811,1811,1811,1811,0,0,1712,93,6,0,0,258200,661808,1,1
2013-11,2013,November,Scotland,G306H,NHS Greater Glasgow and Clyde,Glasgow City,New Victoria Hospital,Emergency Department,4697,4697,4507,4507,1564,17,2810,236,70,2,0,258200,661808,0.9595486480732383,0.9595486480732383
2013-11,2013,November,Scotland,G405H,NHS Greater Glasgow and Clyde,Glasgow City,Queen Elizabeth University Hospital,Emergency Department,3701,3701,3462,3462,1085,9,2437,108,62,5,0,253769,665746,0.9354228586868414,0.9354228586868414
2013-11,2013,November,Scotland,G513H,NHS Greater Glasgow and Clyde,Glasgow City,Royal Hospital for Children,Emergency Department,3966,3966,3891,3891,1245,2,2705,3,11,2,0,253655,665616,0.981089258698941,0.981089258698941
2013-11,2013,November,Scotland,G516H,NHS Greater Glasgow and Clyde,Glasgow City,West Glasgow,Emergency Department,4658,4658,3943,3943,1592,20,2801,84,161,21,0,255434,667982,0.8465006440532418,0.8465006440532418
2013-11,2013,November,Scotland,C106H,NHS Highland,Argyll and Bute,Cowal Community Hospital,Minor Injury Unit or Other,656,NA,647,NA,NA,NA,NA,NA,NA,NA,NA,217324,677908,0.9862804878048781,NA
2013-11,2013,November,Scotland,C108H,NHS Highland,Argyll and Bute,Islay Hospital,Minor Injury Unit or Other,50,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,131615,659676,0.98,NA
2013-11,2013,November,Scotland,C113H,NHS Highland,Argyll and Bute,Victoria Hospital,Minor Injury Unit or Other,324,NA,317,NA,NA,NA,NA,NA,NA,NA,NA,208723,663909,0.9783950617283951,NA
2013-11,2013,November,Scotland,C121H,NHS Highland,Argyll and Bute,Lorn & Islands Hospital,Emergency Department,429,429,421,421,91,0,331,7,0,1,1,185665,728549,0.9813519813519813,0.9813519813519813
2013-11,2013,November,Scotland,C122H,NHS Highland,Argyll and Bute,Campbeltown Hospital,Minor Injury Unit or Other,396,NA,378,NA,NA,NA,NA,NA,NA,NA,NA,172003,619995,0.9545454545454546,NA
2013-11,2013,November,Scotland,H101H,NHS Highland,Highland,Dunbar Hospital,Minor Injury Unit or Other,170,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,310580,967264,1,NA
2013-11,2013,November,Scotland,H103H,NHS Highland,Highland,Caithness General Hospital,Emergency Department,463,463,443,443,158,2,300,3,0,1,0,336130,950861,0.9568034557235421,0.9568034557235421
2013-11,2013,November,Scotland,H106H,NHS Highland,Highland,Lawson Memorial Hospital,Minor Injury Unit or Other,22,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,282528,899920,1,NA
2013-11,2013,November,Scotland,H202H,NHS Highland,Highland,Raigmore Hospital,Emergency Department,2310,2310,2245,2245,614,4,1686,6,0,0,0,268618,844740,0.9718614718614719,0.9718614718614719
2013-11,2013,November,Scotland,H208H,NHS Highland,Highland,Nairn Town and County Hospital,Minor Injury Unit or Other,454,NA,454,NA,NA,NA,NA,NA,NA,NA,NA,288120,855775,1,NA
2013-11,2013,November,Scotland,H210H,NHS Highland,Highland,Ian Charles Community Hospital,Minor Injury Unit or Other,89,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,303534,828518,1,NA
2013-11,2013,November,Scotland,H212H,NHS Highland,Highland,Belford Hospital,Emergency Department,593,593,560,560,119,1,469,4,0,2,1,210613,774069,0.9443507588532883,0.9443507588532883
2013-11,2013,November,Scotland,H214H,NHS Highland,Highland,Mackinnon Memorial Hospital,Minor Injury Unit or Other,317,NA,317,NA,NA,NA,NA,NA,NA,NA,NA,164000,823875,1,NA
2013-11,2013,November,Scotland,H215H,NHS Highland,Highland,Portree Hospital,Minor Injury Unit or Other,200,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,148283,843314,1,NA
2013-11,2013,November,Scotland,H217H,NHS Highland,Highland,Ross Memorial Hospital,Minor Injury Unit or Other,154,NA,154,NA,NA,NA,NA,NA,NA,NA,NA,255614,858620,1,NA
2013-11,2013,November,Scotland,H219H,NHS Highland,Highland,County Community Hospital Invergordon,Minor Injury Unit or Other,117,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,271838,869426,1,NA
2013-11,2013,November,Scotland,H224H,NHS Highland,Argyll and Bute,Mid-Argyll Community Hospital and Integrated Care Centre,Minor Injury Unit or Other,245,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,187170,688509,0.9877551020408163,NA
2013-11,2013,November,Scotland,H227B,NHS Highland,NA,NA,Minor Injury Unit or Other,127,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2013-11,2013,November,Scotland,H227H,NHS Highland,Argyll and Bute,Mull and Iona Community Hospital,Minor Injury Unit or Other,33,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,171280,738116,0.9090909090909091,NA
2013-11,2013,November,Scotland,L106H,NHS Lanarkshire,North Lanarkshire,University Hospital Monklands,Emergency Department,5085,5085,4695,4695,1496,4,3312,193,80,16,0,274962,665442,0.9233038348082596,0.9233038348082596
2013-11,2013,November,Scotland,L206H,NHS Lanarkshire,South Lanarkshire,Kello Hospital,Minor Injury Unit or Other,49,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,304351,637599,1,NA
2013-11,2013,November,Scotland,L206H,NHS Lanarkshire,South Lanarkshire,Kello Hospital,Minor Injury Unit or Other,49,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,304351,637599,1,NA
2013-11,2013,November,Scotland,L207H,NHS Lanarkshire,South Lanarkshire,Lady Home Cottage Hospital,Minor Injury Unit or Other,76,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,284094,630932,1,NA
2013-11,2013,November,Scotland,L207H,NHS Lanarkshire,South Lanarkshire,Lady Home Cottage Hospital,Minor Injury Unit or Other,76,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,284094,630932,1,NA
2013-11,2013,November,Scotland,L302H,NHS Lanarkshire,South Lanarkshire,University Hospital Hairmyres,Emergency Department,4491,4491,4125,4125,1308,8,3029,135,11,56,12,260668,654078,0.918503674014696,0.918503674014696
2013-11,2013,November,Scotland,L302H,NHS Lanarkshire,South Lanarkshire,University Hospital Hairmyres,Emergency Department,4491,4491,4125,4125,1308,8,3029,135,11,56,12,260668,654078,0.918503674014696,0.918503674014696
2013-11,2013,November,Scotland,L308H,NHS Lanarkshire,North Lanarkshire,University Hospital Wishaw,Emergency Department,4876,4876,4507,4507,1095,6,3519,200,56,43,3,278294,655081,0.9243232157506153,0.9243232157506153
2013-11,2013,November,Scotland,S108H,NHS Lothian,East Lothian,Edington Cottage Hospital,Minor Injury Unit or Other,94,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,355361,684972,1,NA
2013-11,2013,November,Scotland,S116H,NHS Lothian,Edinburgh,Western General Hospital,Minor Injury Unit or Other,3286,3286,2918,2918,1106,2,2162,16,0,74,13,323004,674999,0.8880097382836275,0.8880097382836275
2013-11,2013,November,Scotland,S308H,NHS Lothian,West Lothian,St John's Hospital,Emergency Department,4067,4067,3967,3967,958,5,3011,93,0,1,0,305077,667692,0.975411851487583,0.975411851487583
2013-11,2013,November,Scotland,S314H,NHS Lothian,Edinburgh,Royal Infirmary of Edinburgh at Little France,Emergency Department,9085,9085,8334,8334,2715,21,6130,219,0,75,7,327699,669148,0.9173362685745735,0.9173362685745735
2013-11,2013,November,Scotland,S319H,NHS Lothian,Edinburgh,Royal Hospital for Children and Young People,Emergency Department,3535,3535,3497,3497,474,0,3060,1,0,0,0,NA,NA,0.9892503536067893,0.9892503536067893
2013-11,2013,November,Scotland,R103H,NHS Orkney,Orkney Islands,The Balfour,Minor Injury Unit or Other,397,397,393,393,117,0,277,0,3,0,0,344590,1010016,0.9899244332493703,0.9899244332493703
2013-11,2013,November,Scotland,Z102H,NHS Shetland,Shetland Islands,Gilbert Bain Hospital,Emergency Department,597,597,593,593,150,0,416,5,26,0,0,446981,1141029,0.9932998324958124,0.9932998324958124
2013-11,2013,November,Scotland,T101H,NHS Tayside,Dundee City,Ninewells Hospital,Emergency Department,3581,3581,3549,3549,762,13,2560,245,1,0,0,339005.12,730389.6,0.9910639486177045,0.9910639486177045
2013-11,2013,November,Scotland,T101H,NHS Tayside,Dundee City,Ninewells Hospital,Emergency Department,3581,3581,3549,3549,762,13,2560,245,1,0,0,339005.12,730389.6,0.9910639486177045,0.9910639486177045
2013-11,2013,November,Scotland,T202H,NHS Tayside,Perth and Kinross,Perth Royal Infirmary,Emergency Department,1814,1814,1802,1802,327,0,1154,289,44,0,0,310411,723623,0.9933847850055126,0.9933847850055126
2013-11,2013,November,Scotland,T205H,NHS Tayside,Perth and Kinross,St Margaret's Hospital,Minor Injury Unit or Other,27,27,27,27,0,0,20,4,3,0,0,293688,712587,1,1
2013-11,2013,November,Scotland,T207H,NHS Tayside,Perth and Kinross,Aberfeldy Cottage Hospital,Minor Injury Unit or Other,11,11,11,11,0,0,4,0,7,0,0,285932,748951,1,1
2013-11,2013,November,Scotland,T209H,NHS Tayside,Perth and Kinross,Blairgowrie & Rattray Cottage Hospital,Minor Injury Unit or Other,221,221,221,221,0,0,196,22,3,0,0,317409,744585.83,1,1
2013-11,2013,November,Scotland,T304H,NHS Tayside,Angus,Arbroath Infirmary,Minor Injury Unit or Other,972,972,971,971,0,0,861,109,2,0,0,363406,740444,0.9989711934156379,0.9989711934156379
2013-11,2013,November,Scotland,T304H,NHS Tayside,Angus,Arbroath Infirmary,Minor Injury Unit or Other,972,972,971,971,0,0,861,109,2,0,0,363406,740444,0.9989711934156379,0.9989711934156379
2013-11,2013,November,Scotland,T305H,NHS Tayside,Angus,Brechin Infirmary,Minor Injury Unit or Other,227,227,226,226,0,0,210,15,2,0,0,360207,760462,0.9955947136563876,0.9955947136563876
2013-11,2013,November,Scotland,T305H,NHS Tayside,Angus,Brechin Infirmary,Minor Injury Unit or Other,227,227,226,226,0,0,210,15,2,0,0,360207,760462,0.9955947136563876,0.9955947136563876
2013-11,2013,November,Scotland,T316H,NHS Tayside,Perth and Kinross,Crieff Community Hospital,Minor Injury Unit or Other,149,149,149,149,0,0,127,12,10,0,0,286317.24,721263.23,1,1
2013-11,2013,November,Scotland,T319H,NHS Tayside,Angus,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,566,566,566,566,0,0,536,30,0,0,0,346619,751376,1,1
2013-11,2013,November,Scotland,T319H,NHS Tayside,Angus,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,566,566,566,566,0,0,536,30,0,0,0,346619,751376,1,1
2013-11,2013,November,Scotland,T320H,NHS Tayside,Perth and Kinross,Pitlochry Community Hospital,Minor Injury Unit or Other,140,140,140,140,1,0,128,9,2,0,0,293727,757986,1,1
2013-11,2013,November,Scotland,T357C,NHS Tayside,NA,NA,Minor Injury Unit or Other,491,491,490,490,0,0,458,29,4,0,0,NA,NA,0.9979633401221996,0.9979633401221996
2013-11,2013,November,Scotland,W106H,NHS Western Isles,Western Isles,St Brendans Cot Hospital,Minor Injury Unit or Other,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,65926,797989,1,NA
2013-11,2013,November,Scotland,W107H,NHS Western Isles,Western Isles,Western Isles Hospital,Emergency Department,477,477,470,470,113,0,353,10,1,1,0,142692,934195,0.9853249475890985,0.9853249475890985
2013-11,2013,November,Scotland,W108H,NHS Western Isles,Western Isles,Uist & Barra Hospital,Minor Injury Unit or Other,85,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,77740,855235,1,NA
2013-12,2013,December,Scotland,A101H,NHS Ayrshire and Arran,North Ayrshire,Arran War Memorial Hospital,Minor Injury Unit or Other,165,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,203533,632121,1,NA
2013-12,2013,December,Scotland,A110H,NHS Ayrshire and Arran,North Ayrshire,Lady Margaret Hospital,Minor Injury Unit or Other,37,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,216713,655863,1,NA
2013-12,2013,December,Scotland,A111H,NHS Ayrshire and Arran,East Ayrshire,University Hospital Crosshouse,Emergency Department,5735,5735,5342,5342,2522,7,2924,106,176,14,0,240159.8,638520.4,0.9314734088927638,0.9314734088927638
2013-12,2013,December,Scotland,A210H,NHS Ayrshire and Arran,South Ayrshire,University Hospital Ayr,Emergency Department,3385,3385,3133,3133,1419,7,1827,96,36,11,0,235861,618224,0.9255539143279173,0.9255539143279173
2013-12,2013,December,Scotland,A216H,NHS Ayrshire and Arran,South Ayrshire,Girvan Community Hospital,Minor Injury Unit or Other,74,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,219127,598598,1,NA
2013-12,2013,December,Scotland,B103H,NHS Borders,Scottish Borders,The Knoll Hospital,Minor Injury Unit or Other,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,378679,653306,1,NA
2013-12,2013,December,Scotland,B105H,NHS Borders,Scottish Borders,Hawick Community  Hospital,Minor Injury Unit or Other,91,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,349809,614689,1,NA
2013-12,2013,December,Scotland,B114H,NHS Borders,Scottish Borders,Kelso Hospital,Minor Injury Unit or Other,13,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,372790,634491,1,NA
2013-12,2013,December,Scotland,B118H,NHS Borders,Scottish Borders,Hay Lodge Hospital,Minor Injury Unit or Other,44,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,324699,640483,1,NA
2013-12,2013,December,Scotland,B120H,NHS Borders,Scottish Borders,Borders General Hospital,Emergency Department,2076,2076,2029,2029,832,4,1046,145,49,0,0,353342,633789,0.9773603082851637,0.9773603082851637
2013-12,2013,December,Scotland,Y101H,NHS Dumfries and Galloway,Dumfries and Galloway,Castle Douglas Community Hospital,Minor Injury Unit or Other,30,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,276781,562189,1,NA
2013-12,2013,December,Scotland,Y106H,NHS Dumfries and Galloway,Dumfries and Galloway,Kirkcudbright Cottage Hospital,Minor Injury Unit or Other,37,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,268392,550781,1,NA
2013-12,2013,December,Scotland,Y109H,NHS Dumfries and Galloway,Dumfries and Galloway,Moffat Community Hospital,Minor Injury Unit or Other,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,309357,605079,1,NA
2013-12,2013,December,Scotland,Y110H,NHS Dumfries and Galloway,Dumfries and Galloway,Newton Stewart Hospital,Minor Injury Unit or Other,22,22,22,22,0,0,18,4,0,0,0,240517,564668,1,1
2013-12,2013,December,Scotland,Y144H,NHS Dumfries and Galloway,Dumfries and Galloway,Galloway Community Hospital,Emergency Department,926,926,903,903,134,2,745,45,0,2,0,206341,560236,0.9751619870410367,0.9751619870410367
2013-12,2013,December,Scotland,Y146H,NHS Dumfries and Galloway,Dumfries and Galloway,Dumfries & Galloway Royal Infirmary,Emergency Department,2823,2823,2678,2678,1117,12,1614,80,0,2,0,294130,575081,0.9486362026213249,0.9486362026213249
2013-12,2013,December,Scotland,F704H,NHS Fife,Fife,Victoria Hospital,Emergency Department,4838,4838,4739,4739,1395,16,3218,123,86,3,0,327977,693093,0.9795369987598181,0.9795369987598181
2013-12,2013,December,Scotland,F708H,NHS Fife,Fife,Adamson Hospital,Minor Injury Unit or Other,129,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,337144,715124,1,NA
2013-12,2013,December,Scotland,F709H,NHS Fife,Fife,St Andrews Community Hospital,Minor Injury Unit or Other,298,NA,298,NA,NA,NA,NA,NA,NA,NA,NA,350283,715321,1,NA
2013-12,2013,December,Scotland,F805H,NHS Fife,Fife,Queen Margaret Hospital,Minor Injury Unit or Other,1381,1381,1381,1381,6,0,1193,176,6,0,0,311292,688640,1,1
2013-12,2013,December,Scotland,V201H,NHS Forth Valley,Clackmannanshire and Stirling,Stirling Community Hospital,Minor Injury Unit or Other,963,963,963,963,0,0,494,51,418,0,0,279698,692139,1,1
2013-12,2013,December,Scotland,V217H,NHS Forth Valley,Falkirk,Forth Valley Royal Hospital,Emergency Department,4646,4646,4285,4285,1283,6,1358,29,1970,19,0,284921,682898,0.9222987516142919,0.9222987516142919
2013-12,2013,December,Scotland,N101H,NHS Grampian,Aberdeen City,Aberdeen Royal Infirmary,Emergency Department,5112,5112,4583,4583,1415,15,3204,26,452,26,1,391789,807053,0.8965179968701096,0.8965179968701096
2013-12,2013,December,Scotland,N121H,NHS Grampian,Aberdeen City,Royal Aberdeen Children's Hospital,Emergency Department,1326,1326,1313,1313,344,0,979,0,3,0,0,391919,806977,0.9901960784313726,0.9901960784313726
2013-12,2013,December,Scotland,N151H,NHS Grampian,Aberdeenshire,Aboyne Hospital,Minor Injury Unit or Other,88,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,353599.9,798620.3,1,NA
2013-12,2013,December,Scotland,N331H,NHS Grampian,Aberdeenshire,Inverurie Hospital,Minor Injury Unit or Other,17,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,377208.2,820724.1,1,NA
2013-12,2013,December,Scotland,N332H,NHS Grampian,Aberdeenshire,Insch & District War Memorial Hosp.,Minor Injury Unit or Other,61,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,363140.5,827937.2,1,NA
2013-12,2013,December,Scotland,N333H,NHS Grampian,Aberdeenshire,Peterhead Community Hospital,Minor Injury Unit or Other,1305,NA,1303,NA,NA,NA,NA,NA,NA,NA,NA,412467,845814,0.9984674329501916,NA
2013-12,2013,December,Scotland,N334H,NHS Grampian,Aberdeenshire,Fraserburgh Hospital,Minor Injury Unit or Other,925,NA,923,NA,NA,NA,NA,NA,NA,NA,NA,398932,866421,0.9978378378378379,NA
2013-12,2013,December,Scotland,N335H,NHS Grampian,Aberdeenshire,Jubilee Hospital,Minor Injury Unit or Other,286,NA,282,NA,NA,NA,NA,NA,NA,NA,NA,352657.9,839486.1,0.986013986013986,NA
2013-12,2013,December,Scotland,N336H,NHS Grampian,Aberdeenshire,Turriff Cottage Hospital,Minor Injury Unit or Other,157,NA,157,NA,NA,NA,NA,NA,NA,NA,NA,373102.8,849752.7,1,NA
2013-12,2013,December,Scotland,N337H,NHS Grampian,Aberdeenshire,Chalmers Hospital,Minor Injury Unit or Other,249,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,368817.4,864465.9,0.9879518072289156,NA
2013-12,2013,December,Scotland,N411H,NHS Grampian,Moray,Dr Gray's Hospital,Emergency Department,2102,2102,2033,2033,473,1,1610,18,0,2,0,320593,862526,0.967174119885823,0.967174119885823
2013-12,2013,December,Scotland,N431H,NHS Grampian,Moray,Seafield Hospital,Minor Injury Unit or Other,55,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,341530,864641,1,NA
2013-12,2013,December,Scotland,N432H,NHS Grampian,Moray,Stephen Cottage Hospital,Minor Injury Unit or Other,40,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,332615,840044,1,NA
2013-12,2013,December,Scotland,N433H,NHS Grampian,Moray,Turner Memorial Hospital,Minor Injury Unit or Other,79,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,342894.03,850604.07,1,NA
2013-12,2013,December,Scotland,N434H,NHS Grampian,Moray,Leanchoil Hospital,Minor Injury Unit or Other,19,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,305635,857990,1,NA
2013-12,2013,December,Scotland,N451H,NHS Grampian,Moray,Fleming Cottage Hospital,Minor Injury Unit or Other,17,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,326704,842816,1,NA
2013-12,2013,December,Scotland,N494H,NHS Grampian,Aberdeenshire,Kincardine Community Hospital,Minor Injury Unit or Other,84,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,386065.6,786460.5,1,NA
2013-12,2013,December,Scotland,C206H,NHS Greater Glasgow and Clyde,West Dunbartonshire,Vale of Leven General Hospital,Minor Injury Unit or Other,1136,1136,1107,1107,249,2,828,50,7,0,0,238439,680824,0.9744718309859155,0.9744718309859155
2013-12,2013,December,Scotland,C206H,NHS Greater Glasgow and Clyde,West Dunbartonshire,Vale of Leven General Hospital,Minor Injury Unit or Other,1136,1136,1107,1107,249,2,828,50,7,0,0,238439,680824,0.9744718309859155,0.9744718309859155
2013-12,2013,December,Scotland,C313H,NHS Greater Glasgow and Clyde,Inverclyde,Inverclyde Royal Hospital,Emergency Department,2444,2444,2291,2291,774,5,1518,23,124,1,0,224623.63,675929.12,0.9373977086743044,0.9373977086743044
2013-12,2013,December,Scotland,C313H,NHS Greater Glasgow and Clyde,Inverclyde,Inverclyde Royal Hospital,Emergency Department,2444,2444,2291,2291,774,5,1518,23,124,1,0,224623.63,675929.12,0.9373977086743044,0.9373977086743044
2013-12,2013,December,Scotland,C418H,NHS Greater Glasgow and Clyde,Renfrewshire,Royal Alexandra Hospital,Emergency Department,5377,5377,4748,4748,1995,10,3117,124,131,21,0,247423,662910,0.8830202715268737,0.8830202715268737
2013-12,2013,December,Scotland,C418H,NHS Greater Glasgow and Clyde,Renfrewshire,Royal Alexandra Hospital,Emergency Department,5377,5377,4748,4748,1995,10,3117,124,131,21,0,247423,662910,0.8830202715268737,0.8830202715268737
2013-12,2013,December,Scotland,G107H,NHS Greater Glasgow and Clyde,Glasgow City,Glasgow Royal Infirmary,Emergency Department,6643,6643,5848,5848,2394,27,3752,81,389,10,0,260185,665688,0.880325154297757,0.880325154297757
2013-12,2013,December,Scotland,G207H,NHS Greater Glasgow and Clyde,Glasgow City,Stobhill Hospital,Minor Injury Unit or Other,1096,1096,1095,1095,0,1,1016,65,14,0,0,261277,668868,0.9990875912408759,0.9990875912408759
2013-12,2013,December,Scotland,G306H,NHS Greater Glasgow and Clyde,Glasgow City,New Victoria Hospital,Minor Injury Unit or Other,1517,1517,1517,1517,1,3,1418,91,4,0,0,258200,661808,1,1
2013-12,2013,December,Scotland,G306H,NHS Greater Glasgow and Clyde,Glasgow City,New Victoria Hospital,Emergency Department,4740,4740,4239,4239,1530,11,2877,248,74,31,7,258200,661808,0.8943037974683544,0.8943037974683544
2013-12,2013,December,Scotland,G405H,NHS Greater Glasgow and Clyde,Glasgow City,Queen Elizabeth University Hospital,Emergency Department,3742,3742,3491,3491,1131,3,2442,122,44,6,0,253769,665746,0.932923570283271,0.932923570283271
2013-12,2013,December,Scotland,G513H,NHS Greater Glasgow and Clyde,Glasgow City,Royal Hospital for Children,Emergency Department,3932,3932,3856,3856,1159,3,2764,0,6,1,0,253655,665616,0.9806714140386572,0.9806714140386572
2013-12,2013,December,Scotland,G516H,NHS Greater Glasgow and Clyde,Glasgow City,West Glasgow,Emergency Department,4784,4784,3897,3897,1660,11,2781,112,220,88,0,255434,667982,0.8145903010033445,0.8145903010033445
2013-12,2013,December,Scotland,C106H,NHS Highland,Argyll and Bute,Cowal Community Hospital,Minor Injury Unit or Other,520,NA,513,NA,NA,NA,NA,NA,NA,NA,NA,217324,677908,0.9865384615384616,NA
